,UserID,DestinationID,Rating
0,10602166@N06,303,5.0
1,18206222@N04,303,5.0
2,11124467@N02,311,5.0
3,57673737@N00,311,5.0
4,11124467@N02,310,5.0
5,23827537@N00,307,5.0
6,34742056@N00,305,5.0
7,34742056@N00,305,5.0
8,34742056@N00,305,5.0
9,34742056@N00,305,5.0
10,34742056@N00,305,5.0
11,34742056@N00,305,5.0
12,60466964@N00,305,5.0
13,60466964@N00,305,5.0
14,57673737@N00,309,3.333333333333333
15,67977633@N08,306,5.0
16,82096057@N00,308,5.0
17,82096057@N00,308,5.0
18,100788365@N05,166,5.0
19,99556917@N00,166,5.0
20,11980515@N03,174,4.166666666666667
21,13070711@N03,174,2.5
22,49694447@N00,174,5.0
23,49694447@N00,174,5.0
24,55327136@N07,174,5.0
25,73259007@N07,174,5.0
26,7580924@N04,174,5.0
27,7580924@N04,174,5.0
28,79476731@N00,174,0.7142857142857142
29,79476731@N00,174,0.7142857142857142
30,79476731@N00,174,0.7142857142857142
31,79476731@N00,174,0.7142857142857142
32,79476731@N00,174,0.7142857142857142
33,83851377@N00,174,2.5
34,8667923@N02,174,5.0
35,86841031@N04,174,5.0
36,86841031@N04,174,5.0
37,11980515@N03,204,5.0
38,11980515@N03,204,5.0
39,11980515@N03,204,5.0
40,11980515@N03,204,5.0
41,11980515@N03,204,5.0
42,12070875@N08,204,5.0
43,13070711@N03,204,5.0
44,13070711@N03,204,5.0
45,21462258@N06,204,5.0
46,21462258@N06,204,5.0
47,23252609@N07,204,5.0
48,25095063@N04,204,5.0
49,25654955@N03,204,5.0
50,34707113@N04,204,5.0
51,37626043@N00,204,5.0
52,40850111@N04,204,5.0
53,44345361@N06,204,5.0
54,44345361@N06,204,5.0
55,44944819@N00,204,5.0
56,45029042@N08,204,5.0
57,48355608@N03,204,5.0
58,49649657@N00,204,5.0
59,51504857@N03,204,5.0
60,60854870@N00,204,5.0
61,60854870@N00,204,5.0
62,63337363@N04,204,5.0
63,63337363@N04,204,5.0
64,75550009@N06,204,5.0
65,7567977@N05,204,5.0
66,83851377@N00,204,5.0
67,8667923@N02,204,5.0
68,87810393@N05,204,5.0
69,91745097@N00,204,5.0
70,93687832@N00,204,5.0
71,13203757@N00,199,5.0
72,21063397@N00,199,5.0
73,21063397@N00,199,5.0
74,21063397@N00,199,5.0
75,44124298927@N01,199,5.0
76,44124298927@N01,199,5.0
77,45818641@N00,199,5.0
78,72295842@N00,199,5.0
79,21063397@N00,197,4.230769230769231
80,21063397@N00,197,4.230769230769231
81,21063397@N00,197,4.230769230769231
82,25588248@N00,197,5.0
83,34792393@N03,197,5.0
84,81877579@N00,197,3.0
85,25095063@N04,179,2.5
86,26265233@N06,179,5.0
87,25588248@N00,178,5.0
88,30550081@N06,198,5.0
89,34501870@N00,194,5.0
90,45818641@N00,194,5.0
91,36664496@N03,193,5.0
92,68867801@N05,193,5.0
93,92772719@N00,193,5.0
94,92772719@N00,193,5.0
95,46653666@N00,205,5.0
96,46653666@N00,205,5.0
97,52122658@N00,205,5.0
98,81877579@N00,205,5.0
99,90742379@N08,205,5.0
100,52122658@N00,187,5.0
101,55104877@N00,195,5.0
102,58196392@N00,196,5.0
103,61433078@N00,203,5.0
104,84625484@N00,203,5.0
105,62414644@N00,177,0.3571428571428571
106,64077378@N06,149,5.0
107,79476731@N00,184,5.0
108,79476731@N00,184,5.0
109,79476731@N00,184,5.0
110,79476731@N00,184,5.0
111,79476731@N00,184,5.0
112,79476731@N00,176,0.5952380952380952
113,79476731@N00,183,2.1825396825396823
114,79476731@N00,183,2.1825396825396823
115,79476731@N00,183,2.1825396825396823
116,91742318@N03,163,5.0
117,9860698@N03,167,5.0
118,99556917@N00,167,5.0
119,27717684@N00,38,5.0
120,58875741@N00,37,5.0
121,64077378@N06,50,5.0
122,8010579@N04,50,5.0
123,8010579@N04,50,5.0
124,65815788@N00,47,5.0
125,9367680@N02,48,5.0
126,9367680@N02,48,5.0
127,9367680@N02,48,5.0
128,9367680@N02,48,5.0
129,10209031@N08,10,5.0
130,11904526@N00,10,5.0
131,19144217@N00,10,5.0
132,44124298927@N01,10,5.0
133,44124298927@N01,10,5.0
134,44124298927@N01,10,5.0
135,44944819@N00,10,5.0
136,55129923@N07,10,5.0
137,69554611@N00,10,5.0
138,72029179@N00,10,5.0
139,72029179@N00,10,5.0
140,72029179@N00,10,5.0
141,7956695@N03,10,5.0
142,7956695@N03,10,5.0
143,7956695@N03,10,5.0
144,7956695@N03,10,5.0
145,80209127@N00,10,0.2777777777777778
146,88589201@N00,10,5.0
147,9345620@N04,10,5.0
148,9345620@N04,10,5.0
149,11294700@N07,27,5.0
150,22391360@N00,27,5.0
151,29855585@N02,27,5.0
152,38476144@N07,27,5.0
153,38476144@N07,27,5.0
154,41894169856@N01,27,5.0
155,46605871@N04,27,5.0
156,46653666@N00,27,5.0
157,46653666@N00,27,5.0
158,47835502@N00,27,5.0
159,50756392@N00,27,5.0
160,58875741@N00,27,5.0
161,66493466@N00,27,5.0
162,9860698@N03,27,5.0
163,12030209@N05,19,5.0
164,12030209@N05,19,5.0
165,16056465@N00,19,5.0
166,16056465@N00,19,5.0
167,60474555@N00,19,5.0
168,68222897@N00,19,5.0
169,80209127@N00,19,0.2777777777777778
170,19144217@N00,26,5.0
171,29220600@N08,26,5.0
172,29220600@N08,26,5.0
173,29220600@N08,26,5.0
174,29220600@N08,26,5.0
175,29220600@N08,26,5.0
176,32012820@N06,26,5.0
177,36976184@N02,26,5.0
178,59598243@N03,26,5.0
179,75210594@N08,26,5.0
180,75210594@N08,26,5.0
181,7956695@N03,26,3.5
182,7956695@N03,26,3.5
183,7956695@N03,26,3.5
184,7956695@N03,26,3.5
185,8010579@N04,26,5.0
186,34347835@N00,33,5.0
187,34347835@N00,33,5.0
188,34347835@N00,33,5.0
189,54208548@N00,33,5.0
190,58608377@N00,33,5.0
191,58608377@N00,33,5.0
192,58608377@N00,33,5.0
193,61788428@N00,33,5.0
194,98516017@N00,33,3.333333333333333
195,46927390@N00,16,5.0
196,72275263@N00,16,1.6666666666666663
197,80209127@N00,16,5.0
198,50979393@N00,1,5.0
199,62466827@N02,1,5.0
200,80209127@N00,1,0.8333333333333333
201,50979393@N00,4,2.5
202,58196392@N00,34,5.0
203,59598243@N03,34,5.0
204,97943995@N00,34,1.6666666666666663
205,72275263@N00,2,1.6666666666666663
206,72275263@N00,13,5.0
207,74812955@N00,13,5.0
208,72746018@N00,9,5.0
209,96628098@N00,9,5.0
210,80209127@N00,14,4.166666666666667
211,98516017@N00,14,5.0
212,80209127@N00,17,0.8333333333333333
213,94513668@N00,17,5.0
214,94513668@N00,17,5.0
215,98516017@N00,17,3.333333333333333
216,86827018@N00,32,5.0
217,86827018@N00,32,5.0
218,97943995@N00,18,5.0
219,97943995@N00,15,1.6666666666666663
220,10717857@N00,445,5.0
221,13897346@N00,445,5.0
222,20287332@N00,445,5.0
223,21889428@N03,445,5.0
224,27326713@N02,445,5.0
225,27773459@N04,445,5.0
226,34117589@N00,445,5.0
227,34117589@N00,445,5.0
228,34117589@N00,445,5.0
229,38458469@N02,445,5.0
230,38458469@N02,445,5.0
231,38458469@N02,445,5.0
232,38458469@N02,445,5.0
233,38458469@N02,445,5.0
234,38458469@N02,445,5.0
235,38458469@N02,445,5.0
236,38458469@N02,445,5.0
237,38458469@N02,445,5.0
238,38458469@N02,445,5.0
239,38458469@N02,445,5.0
240,54925521@N06,445,5.0
241,60955494@N00,445,5.0
242,64028420@N00,445,5.0
243,64028420@N00,445,5.0
244,64028420@N00,445,5.0
245,84292292@N00,445,5.0
246,84292292@N00,445,5.0
247,84292292@N00,445,5.0
248,84292292@N00,445,5.0
249,84292292@N00,445,5.0
250,8975852@N06,445,5.0
251,89816840@N00,445,5.0
252,91748348@N00,445,5.0
253,91748348@N00,445,5.0
254,93085601@N00,445,5.0
255,9620344@N08,445,5.0
256,9860698@N03,445,5.0
257,9860698@N03,445,5.0
258,9860698@N03,445,5.0
259,10717857@N00,449,3.333333333333333
260,10717857@N00,449,3.333333333333333
261,27326713@N02,449,1.4285714285714284
262,93085601@N00,449,0.5555555555555556
263,11124467@N02,453,2.916666666666667
264,14021337@N00,453,5.0
265,58196392@N00,453,5.0
266,62383320@N02,453,5.0
267,84292292@N00,453,0.6793478260869567
268,84292292@N00,453,0.6793478260869567
269,84292292@N00,453,0.6793478260869567
270,84292292@N00,453,0.6793478260869567
271,11124467@N02,438,5.0
272,41894175704@N01,438,2.5
273,48889099483@N01,438,2.5
274,7218899@N02,438,5.0
275,8250978@N04,438,2.5
276,90872122@N00,438,5.0
277,11124467@N02,448,2.083333333333333
278,24499854@N08,448,5.0
279,39267804@N05,448,5.0
280,43904604@N06,448,5.0
281,48889099483@N01,448,5.0
282,52872272@N00,448,5.0
283,65809978@N00,448,5.0
284,8250978@N04,448,5.0
285,8250978@N04,448,5.0
286,97551727@N00,448,5.0
287,11124467@N02,435,3.333333333333333
288,54925521@N06,435,5.0
289,65809978@N00,435,0.7692307692307693
290,8250978@N04,435,5.0
291,8514972@N03,435,5.0
292,8514972@N03,435,5.0
293,11124467@N02,447,0.2083333333333333
294,97490011@N06,447,5.0
295,117641602@N02,431,5.0
296,13014046@N00,431,5.0
297,22805016@N02,431,5.0
298,22805016@N02,431,5.0
299,25974700@N04,431,5.0
300,8250978@N04,431,2.5
301,8250978@N04,431,2.5
302,14016143@N06,405,5.0
303,14016143@N06,403,2.5
304,8250978@N04,403,2.5
305,14016143@N06,408,2.5
306,8339033@N04,408,5.0
307,14021337@N00,436,0.8333333333333333
308,48889099483@N01,436,3.75
309,48889099483@N01,436,3.75
310,84292292@N00,436,0.5434782608695653
311,14021337@N00,434,4.166666666666667
312,22816156@N00,451,5.0
313,40176001@N00,451,5.0
314,40176001@N00,451,5.0
315,40176001@N00,451,5.0
316,40176001@N00,451,5.0
317,23366468@N04,430,5.0
318,24499854@N08,430,5.0
319,27326713@N02,430,1.4285714285714284
320,41894175704@N01,430,5.0
321,68222897@N00,430,1.0
322,7226703@N06,430,5.0
323,8250978@N04,430,2.5
324,24116728@N00,397,5.0
325,24116728@N00,450,1.0
326,27326713@N02,391,0.7142857142857142
327,61009686@N00,391,5.0
328,68222897@N00,391,1.0
329,8250978@N04,391,3.75
330,8250978@N04,391,3.75
331,27326713@N02,446,1.9047619047619049
332,27326713@N02,446,1.9047619047619049
